ñÑÇﬂçûÇ›îÕàÕ, ñÑÇﬂçûÇ›ó¶,PSNR,SSIM,åÎÇËó¶
3,14.03508772,50.01304225,0.995469046,3.101094564
3,13.79310345,50.09830601,0.995580729,3.043619792
3,13.55932203,50.2270619,0.995707729,2.984110514
3,13.33333333,50.28870487,0.995751946,2.932230632
3,13.1147541,50.30124839,0.995788933,2.880350749
3,12.90322581,50.41221344,0.995914711,2.83203125
3,12.6984127,50.49513912,0.996013164,2.784729004
3,12.5,50.5785146,0.995960165,2.73844401
3,12.30769231,50.65379678,0.996130951,2.689615885
3,12.12121212,50.72004971,0.996212575,2.640279134
3,11.94029851,50.73740608,0.996213138,2.596537272
3,11.76470588,50.88968067,0.996320636,2.550760905
3,11.5942029,50.93760001,0.996345403,2.502950033
3,11.42857143,50.9757074,0.996334675,2.462259928
3,11.26760563,51.05138203,0.996439276,2.427164714
3,11.11111111,51.13951342,0.996451487,2.388509115
3,10.95890411,51.25497409,0.996640337,2.348327637
3,10.81081081,51.29159134,0.99658604,2.312215169
3,10.66666667,51.3635327,0.996666969,2.277628581
3,10.52631579,51.45545329,0.996684357,2.247111003
3,10.38961039,51.50417044,0.996774551,2.216084798
3,10.25641026,51.55825224,0.996817572,2.184041341
3,10.12658228,51.59738276,0.99688485,2.151489258
3,10,51.68497178,0.996851569,2.119445801
3,9.87654321,51.79773445,0.996949066,2.088419596
3,9.756097561,51.81178655,0.997047367,2.059936523
3,9.638554217,51.83147404,0.996969119,2.026875814
3,9.523809524,51.96430774,0.997140035,1.994832357
3,9.411764706,52.03455863,0.997012408,1.965332031
3,9.302325581,52.10993863,0.997228631,1.938374837
3,9.195402299,52.10182886,0.997251745,1.91192627
3,9.090909091,52.22628571,0.997257808,1.881408691
3,8.988764045,52.27247313,0.99723069,1.855977376
3,8.888888889,52.34618555,0.997307991,1.829528809
3,8.791208791,52.42615667,0.997367117,1.801045736
3,8.695652174,52.52035491,0.997415439,1.777648926
3,8.602150538,52.49747336,0.997425411,1.755269368
3,8.510638298,52.54958568,0.99751762,1.731872559
3,8.421052632,52.65440991,0.997518465,1.704915365
3,8.333333333,52.67058968,0.997539602,1.684570313
3,8.24742268,52.77628772,0.997594002,1.66422526
3,8.163265306,52.80671568,0.99760991,1.641845703
3,8.080808081,52.8640782,0.99765645,1.62302653
3,8,52.91103798,0.99768007,1.601664225
3,7.920792079,52.93761508,0.997732036,1.582336426
3,7.843137255,53.06803631,0.997783911,1.565551758
3,7.766990291,53.08189734,0.997738447,1.545715332
3,7.692307692,53.13841784,0.99774604,1.527404785
3,7.619047619,53.13338254,0.997812933,1.510620117
3,7.547169811,53.23457083,0.997815435,1.49230957
3,7.476635514,53.24510023,0.997852643,1.472473145
3,7.407407407,53.30860009,0.997874632,1.455688477
3,7.339449541,53.32040514,0.997912985,1.438395182
3,7.272727273,53.44813822,0.997940488,1.417032878
3,7.207207207,53.44858913,0.997972124,1.40024821
3,7.142857143,53.52868763,0.998061643,1.385498047
3,7.079646018,53.54479393,0.997908158,1.366170247
3,7.01754386,53.59137683,0.998018083,1.351928711
3,6.956521739,53.6706174,0.998061957,1.337687174
3,6.896551724,53.69560496,0.998042802,1.324462891
3,6.837606838,53.78457666,0.998046874,1.312764486
3,6.779661017,53.73299685,0.998060018,1.300048828
3,6.722689076,53.84837969,0.998089906,1.284790039
3,6.666666667,53.85159458,0.998122464,1.274617513
3,6.611570248,53.91187962,0.998163862,1.260375977
3,6.557377049,53.99213569,0.998170579,1.247660319
3,6.504065041,53.98269145,0.998162966,1.234944661
3,6.451612903,54.02496699,0.998176377,1.224263509
3,6.4,54.07989579,0.998252357,1.213582357
3,6.349206349,54.09871002,0.998225374,1.201375326
3,6.299212598,54.1543203,0.998213481,1.189168294
3,6.25,54.19402354,0.998078087,1.178487142
3,6.201550388,54.2511471,0.99826788,1.166788737
3,6.153846154,54.33328821,0.998344565,1.154073079
3,6.106870229,54.28545733,0.998319013,1.143391927
3,6.060606061,54.38304949,0.998300669,1.13067627
3,6.015037594,54.45465361,0.998398909,1.117451986
3,5.970149254,54.45607505,0.998395853,1.108296712
3,5.925925926,54.55180626,0.998409952,1.095072428
3,5.882352941,54.60003409,0.998387511,1.084899902
3,5.839416058,54.5727853,0.99839735,1.072692871
3,5.797101449,54.66458576,0.998368685,1.060994466
3,5.755395683,54.74832084,0.998522971,1.051330566
3,5.714285714,54.76294356,0.998509207,1.043701172
3,5.673758865,54.79110882,0.998498094,1.03302002
3,5.633802817,54.82533576,0.998541705,1.024881999
3,5.594405594,54.93505942,0.998521072,1.013183594
3,5.555555556,54.90153521,0.998527959,1.00402832
3,5.517241379,54.99741548,0.998559917,0.99029541
3,5.479452055,55.07541119,0.99858879,0.978597005
3,5.442176871,55.08887668,0.998569768,0.968424479
3,5.405405405,55.18970581,0.998604164,0.956726074
3,5.369127517,55.22859559,0.998643088,0.946553548
3,5.333333333,55.22723704,0.998673273,0.937398275
3,5.298013245,55.23845781,0.998621679,0.930277507
3,5.263157895,55.36699348,0.99867503,0.921630859
3,5.22875817,55.38209939,0.998726674,0.914001465
3,5.194805195,55.44162669,0.998720578,0.902811686
3,5.161290323,55.46739031,0.998722589,0.896199544
3,5.128205128,55.49691956,0.998763678,0.88857015
3,5.095541401,55.44019985,0.998692202,0.881449382
3,5.063291139,55.55329153,0.998736393,0.872802734
3,5.031446541,55.59818215,0.998774375,0.867207845
3,5,55.58267558,0.998725533,0.861104329
3,4.968944099,55.62787254,0.99873381,0.855000814
3,4.938271605,55.7159006,0.998764801,0.846862793
3,4.90797546,55.77829095,0.998773098,0.840759277
3,4.87804878,55.75828976,0.998751649,0.833129883
3,4.848484848,55.83104149,0.99888843,0.826517741
3,4.819277108,55.93210903,0.998812202,0.815327962
3,4.790419162,55.92054114,0.998861788,0.807698568
3,4.761904762,55.95533768,0.998882064,0.802612305
3,4.733727811,55.95092269,0.998832269,0.796508789
3,4.705882353,56.00501341,0.99885558,0.7909139
3,4.678362573,56.02904478,0.998879185,0.786336263
3,4.651162791,56.08909023,0.998937238,0.778198242
3,4.624277457,56.14536028,0.998843926,0.770060221
3,4.597701149,56.10859793,0.998875656,0.763956706
3,4.571428571,56.20874972,0.998914348,0.757344564
3,4.545454545,56.14452131,0.998914043,0.752766927
3,4.519774011,56.22538366,0.998919962,0.747172038
3,4.494382022,56.2541095,0.998952198,0.741577148
3,4.469273743,56.25066954,0.999004332,0.736490885
3,4.444444444,56.32523581,0.998920016,0.728352865
3,4.419889503,56.31519027,0.999012703,0.722757975
3,4.395604396,56.34364,0.99895224,0.717671712
3,4.371584699,56.39754641,0.998950996,0.710550944
3,4.347826087,56.53669155,0.998996354,0.704447428
3,4.324324324,56.53577348,0.998965156,0.696309408
3,4.301075269,56.54128483,0.998975527,0.689188639
3,4.278074866,56.60843914,0.998968008,0.684611003
3,4.255319149,56.56571065,0.998990858,0.677998861
3,4.232804233,56.63043115,0.999043015,0.672912598
3,4.210526316,56.71570113,0.998984773,0.666300456
3,4.188481675,56.74401905,0.99905854,0.662231445
3,4.166666667,56.78465735,0.999031292,0.655619303
3,4.14507772,56.77688734,0.999048772,0.647989909
3,4.12371134,56.77203814,0.999024066,0.642903646
3,4.102564103,56.84732295,0.999060852,0.638834635
3,4.081632653,56.86263677,0.999079472,0.633239746
3,4.060913706,56.89193246,0.999069132,0.629170736
3,4.04040404,56.93197372,0.999093076,0.623575846
3,4.020100503,57.0208727,0.999115891,0.618489583
3,4,56.98814963,0.999086735,0.613911947
3,3.980099502,57.08602586,0.999133048,0.60933431
3,3.96039604,57.0933258,0.999124186,0.604756673
3,3.9408867,57.10429878,0.999154072,0.596110026
3,3.921568627,57.19630032,0.999148318,0.593566895
3,3.902439024,57.22848235,0.999156584,0.5859375
3,3.883495146,57.29411731,0.999177115,0.582377116
3,3.8647343,57.31823266,0.9991499,0.574239095
3,3.846153846,57.37187384,0.999153056,0.569152832
3,3.827751196,57.34635314,0.999162402,0.564066569
3,3.80952381,57.40258589,0.999177595,0.560506185
3,3.791469194,57.45218144,0.999199265,0.554911296
3,3.773584906,57.43069566,0.999184939,0.552368164
3,3.755868545,57.49661967,0.999166168,0.546264648
3,3.738317757,57.55020494,0.999201114,0.542195638
3,3.720930233,57.56530479,0.999193218,0.534566243
3,3.703703704,57.64871257,0.999180634,0.532023112
3,3.686635945,57.64219386,0.999193706,0.525919596
3,3.669724771,57.71023094,0.999207289,0.52134196
3,3.652968037,57.73980569,0.999236466,0.51574707
3,3.636363636,57.74404714,0.999240464,0.511169434
3,3.619909502,57.78057339,0.999191255,0.507100423
3,3.603603604,57.80940174,0.999195124,0.502522786
3,3.587443946,57.87762993,0.999218375,0.497436523
3,3.571428571,57.89705307,0.999257197,0.49235026
3,3.555555556,57.93552832,0.999253821,0.489807129
3,3.539823009,57.94948871,0.999243818,0.485229492
3,3.524229075,57.96604541,0.999250561,0.483194987
3,3.50877193,58.02967238,0.999242225,0.479634603
3,3.493449782,58.12457887,0.999303743,0.476074219
3,3.47826087,58.13186403,0.999312551,0.470479329
3,3.463203463,58.16847425,0.999316338,0.46488444
3,3.448275862,58.28087978,0.999352936,0.459289551
3,3.433476395,58.30909646,0.99931594,0.456746419
3,3.418803419,58.38642096,0.999330091,0.452677409
3,3.404255319,58.38361045,0.999329704,0.449117025
3,3.389830508,58.404028,0.999330673,0.445556641
3,3.375527426,58.44301658,0.999320403,0.44148763
3,3.361344538,58.45513876,0.999304849,0.439961751
3,3.347280335,58.52496137,0.9993534,0.436401367
3,3.333333333,58.54970341,0.999347455,0.433349609
3,3.319502075,58.61070186,0.999373828,0.429280599
3,3.305785124,58.59371269,0.999394579,0.426228841
3,3.29218107,58.62998739,0.999351452,0.424702962
3,3.278688525,58.63742776,0.999373116,0.422668457
3,3.265306122,58.65085264,0.999357922,0.420633952
3,3.25203252,58.63742776,0.999375427,0.417582194
3,3.238866397,58.71026869,0.999361574,0.415039063
3,3.225806452,58.78204192,0.999362282,0.410970052
3,3.212851406,58.82148484,0.999399762,0.407409668
3,3.2,58.81062165,0.999413021,0.40435791
3,3.187250996,58.85815413,0.999416034,0.401306152
3,3.174603175,58.83081782,0.999394773,0.399780273
3,3.162055336,58.92606338,0.99942023,0.396219889
3,3.149606299,58.91811218,0.999421079,0.393168132
3,3.137254902,58.97810408,0.99942276,0.390116374
3,3.125,58.99181823,0.999453362,0.388590495
4,100,31.82870931,0.820180328,50.11405945
4,88.88888889,33.20556044,0.852181763,36.43035889
4,80,33.99822407,0.870339732,30.54199219
4,72.72727273,34.79130539,0.886121264,25.33454895
4,66.66666667,35.39658711,0.897337629,22.03102112
4,61.53846154,35.85970511,0.906112215,19.9092865
4,57.14285714,36.30648258,0.91366021,18.07632446
4,53.33333333,36.68408401,0.920343644,16.47338867
4,50,37.05804025,0.925163669,15.03829956
4,47.05882353,37.45397862,0.932147484,13.72413635
4,44.44444444,37.8532425,0.935945855,12.54425049
4,42.10526316,38.23808037,0.940558513,11.45133972
4,40,38.63608755,0.945454151,10.47325134
4,38.0952381,39.0453366,0.949539637,9.540557861
4,36.36363636,39.44443132,0.953772212,8.716583252
4,34.7826087,39.65768937,0.955653138,8.282089233
4,33.33333333,39.87278827,0.957575999,7.920455933
4,32,40.03844607,0.959149818,7.585144043
4,30.76923077,40.21865132,0.960377675,7.280731201
4,29.62962963,40.40485742,0.962000928,6.998443604
4,28.57142857,40.54699446,0.963131529,6.734085083
4,27.5862069,40.74620716,0.964878337,6.481552124
4,26.66666667,40.88083393,0.965994041,6.254196167
4,25.80645161,41.04182437,0.967094171,6.039428711
4,25,41.19449793,0.968354626,5.836868286
4,24.24242424,41.33441899,0.969321029,5.644226074
4,23.52941176,41.47215612,0.969893488,5.469512939
4,22.85714286,41.59315964,0.970630599,5.30090332
4,22.22222222,41.73115303,0.971728921,5.139541626
4,21.62162162,41.83383633,0.972538961,4.987335205
4,21.05263158,41.974717,0.972839221,4.851150513
4,20.51282051,42.09069848,0.973568922,4.714584351
4,20,42.23546693,0.974345305,4.585647583
4,19.51219512,42.29177743,0.974640868,4.468154907
4,19.04761905,42.42414379,0.976104158,4.354095459
4,18.60465116,42.52990634,0.9766872,4.244995117
4,18.18181818,42.67206013,0.976772134,4.136657715
4,17.77777778,42.80098204,0.97711013,4.036331177
4,17.39130435,42.87070498,0.977752345,3.941726685
4,17.0212766,42.98617164,0.97826176,3.851318359
4,16.66666667,43.06803631,0.978407615,3.762817383
4,16.32653061,43.19366333,0.979344328,3.674697876
4,16,43.30397427,0.979972741,3.588485718
4,15.68627451,43.39634824,0.980846232,3.508377075
4,15.38461538,43.45594558,0.980889461,3.435897827
4,15.09433962,43.54023209,0.980992013,3.360748291
4,14.81481481,43.67962015,0.981191575,3.293609619
4,14.54545455,43.73432105,0.981492159,3.230285645
4,14.28571429,43.81072066,0.982131041,3.173065186
4,14.03508772,43.87359376,0.982421171,3.109359741
4,13.79310345,44.01948641,0.98277138,3.049468994
4,13.55932203,44.04302715,0.982831376,2.991867065
4,13.33333333,44.20168613,0.983476027,2.936172485
4,13.1147541,44.24965559,0.983915714,2.881622314
4,12.90322581,44.34735256,0.984011657,2.830123901
4,12.6984127,44.39859479,0.98459389,2.781677246
4,12.5,44.4930822,0.984539781,2.732467651
4,12.30769231,44.5760286,0.985142026,2.682876587
4,12.12121212,44.61817734,0.984912122,2.635192871
4,11.94029851,44.72623658,0.985200253,2.592849731
4,11.76470588,44.80559921,0.985473651,2.542877197
4,11.5942029,44.81488491,0.985354037,2.499008179
4,11.42857143,44.93906164,0.985753682,2.456283569
4,11.26760563,45.02105606,0.985915249,2.417755127
4,11.11111111,45.13603813,0.986492587,2.376937866
4,10.95890411,45.21536782,0.987218519,2.338409424
4,10.81081081,45.24513601,0.986928892,2.30140686
4,10.66666667,45.3425143,0.987109894,2.264785767
4,10.52631579,45.42801947,0.987684972,2.233505249
4,10.38961039,45.49814829,0.987853124,2.202224731
4,10.25641026,45.5151331,0.987644398,2.169799805
4,10.12658228,45.64638304,0.987875422,2.136230469
4,10,45.62478271,0.987814052,2.108001709
4,9.87654321,45.71643267,0.988080141,2.07901001
4,9.756097561,45.73635613,0.988199786,2.05078125
4,9.638554217,45.83205622,0.988533005,2.018737793
4,9.523809524,45.8744964,0.98919008,1.988601685
4,9.411764706,45.89294284,0.988650652,1.963043213
4,9.302325581,46.02129134,0.989757213,1.935577393
4,9.195402299,46.05201893,0.989470001,1.910018921
4,9.090909091,46.11580054,0.989232057,1.879119873
4,8.988764045,46.1223891,0.989085899,1.853179932
4,8.888888889,46.20772817,0.989185935,1.829910278
4,8.791208791,46.25380839,0.9894386,1.803207397
4,8.695652174,46.35736235,0.989730643,1.778030396
4,8.602150538,46.42350007,0.989854847,1.753997803
4,8.510638298,46.46367162,0.990125011,1.731872559
4,8.421052632,46.52207137,0.99048646,1.706695557
4,8.333333333,46.57612178,0.990183164,1.685714722
4,8.24742268,46.62653935,0.990467952,1.663970947
4,8.163265306,46.64970704,0.99067837,1.644515991
4,8.080808081,46.77150506,0.990708138,1.623916626
4,8,46.7954613,0.990806116,1.602935791
4,7.920792079,46.86486424,0.991233678,1.583480835
4,7.843137255,46.95132545,0.991231882,1.567077637
4,7.766990291,46.93212457,0.990982799,1.54876709
4,7.692307692,46.9506184,0.991112302,1.530838013
4,7.619047619,47.05405107,0.991588075,1.512527466
4,7.547169811,47.14588101,0.99143821,1.493453979
4,7.476635514,47.13833407,0.991486572,1.473999023
4,7.407407407,47.18439986,0.991425416,1.454544067
4,7.339449541,47.23359977,0.991879828,1.440048218
4,7.272727273,47.2908392,0.99177072,1.418685913
4,7.207207207,47.32956922,0.99196352,1.403427124
4,7.142857143,47.41774257,0.992268261,1.387786865
4,7.079646018,47.49982767,0.992323109,1.364898682
4,7.01754386,47.56222248,0.992197705,1.351547241
4,6.956521739,47.50498836,0.992226101,1.336669922
4,6.896551724,47.61427435,0.992256622,1.322555542
4,6.837606838,47.69222285,0.992514913,1.31111145
4,6.779661017,47.69288183,0.992447277,1.298522949
4,6.722689076,47.82283843,0.992763557,1.281738281
4,6.666666667,47.79410501,0.992924698,1.270675659
4,6.611570248,47.86745185,0.992844313,1.257324219
4,6.557377049,47.90736378,0.992891178,1.245498657
4,6.504065041,47.97607376,0.99292564,1.231765747
4,6.451612903,48.03718904,0.993063008,1.218032837
4,6.4,48.06660284,0.993268634,1.206970215
4,6.349206349,48.16005989,0.993422437,1.195144653
4,6.299212598,48.16132767,0.993669347,1.182174683
4,6.25,48.21971149,0.992592531,1.171875
4,6.201550388,48.26021241,0.993450155,1.159667969
4,6.153846154,48.23488905,0.993296369,1.148605347
4,6.106870229,48.32057312,0.993707278,1.138305664
4,6.060606061,48.3339547,0.993523842,1.127243042
4,6.015037594,48.39648345,0.993677233,1.114654541
4,5.970149254,48.41717409,0.993743656,1.106262207
4,5.925925926,48.43853282,0.993570053,1.093292236
4,5.882352941,48.53556863,0.993638363,1.082992554
4,5.839416058,48.53113368,0.993693,1.070785522
4,5.797101449,48.58664117,0.993550914,1.058197021
4,5.755395683,48.6787296,0.994037969,1.048660278
4,5.714285714,48.67271943,0.994196541,1.041030884
4,5.673758865,48.7402081,0.993976259,1.030349731
4,5.633802817,48.79908989,0.994397545,1.021575928
4,5.594405594,48.8138002,0.994238089,1.011657715
4,5.555555556,48.82420488,0.994298121,1.002120972
4,5.517241379,48.92208596,0.994455327,0.989532471
4,5.479452055,48.9488845,0.994212888,0.978088379
4,5.442176871,48.95088506,0.994521019,0.968933105
4,5.405405405,49.03877295,0.994368011,0.957870483
4,5.369127517,48.99480882,0.994188551,0.947952271
4,5.333333333,49.10585538,0.994509342,0.939178467
4,5.298013245,49.08343425,0.994188564,0.931930542
4,5.263157895,49.18529583,0.994758166,0.922775269
4,5.22875817,49.29159475,0.994825417,0.912857056
4,5.194805195,49.24817958,0.994826994,0.903701782
4,5.161290323,49.29575225,0.994918104,0.896072388
4,5.128205128,49.38558413,0.995076118,0.888824463
4,5.095541401,49.39851959,0.994697685,0.881195068
4,5.063291139,49.47812673,0.9950767,0.871658325
4,5.031446541,49.47903055,0.99506559,0.86555481
4,5,49.54368735,0.995037635,0.858306885
4,4.968944099,49.58591217,0.995042741,0.852203369
4,4.938271605,49.60764505,0.995205598,0.843429565
4,4.90797546,49.71043308,0.99527146,0.83656311
4,4.87804878,49.67813843,0.995083432,0.828933716
4,4.848484848,49.72954272,0.99538967,0.82359314
4,4.819277108,49.81463865,0.995248778,0.811767578
4,4.790419162,49.81962184,0.995460652,0.805282593
4,4.761904762,49.89128548,0.995619478,0.798034668
4,4.733727811,49.94941974,0.995524795,0.791931152
4,4.705882353,49.92591227,0.995383228,0.786590576
4,4.678362573,49.94307828,0.995511492,0.78086853
4,4.651162791,50.03764417,0.995707588,0.773620605
4,4.624277457,50.05154424,0.995567946,0.764083862
4,4.597701149,50.17454888,0.995729605,0.756072998
4,4.571428571,50.1913437,0.995697664,0.749588013
4,4.545454545,50.23329451,0.995817094,0.743865967
4,4.519774011,50.26600073,0.99576669,0.73928833
4,4.494382022,50.22491479,0.99581997,0.733566284
4,4.469273743,50.33535302,0.995981487,0.728988647
4,4.444444444,50.29284568,0.995714008,0.722122192
4,4.419889503,50.41770779,0.995949046,0.716400146
4,4.395604396,50.36429357,0.996063327,0.71105957
4,4.371584699,50.41894217,0.995820017,0.704574585
4,4.347826087,50.52482303,0.996003562,0.698471069
4,4.324324324,50.55042886,0.995969165,0.690841675
4,4.301075269,50.55552187,0.996044739,0.684738159
4,4.278074866,50.59659929,0.995928272,0.678253174
4,4.255319149,50.62145705,0.996085938,0.672149658
4,4.232804233,50.63405743,0.996182881,0.667190552
4,4.210526316,50.69342713,0.996034426,0.661468506
4,4.188481675,50.72161376,0.996166103,0.658035278
4,4.166666667,50.78610752,0.996179304,0.651931763
4,4.14507772,50.79197389,0.996149659,0.64239502
4,4.12371134,50.9157758,0.996476397,0.636291504
4,4.102564103,50.90496745,0.996480881,0.632476807
4,4.081632653,50.95128018,0.996416203,0.62713623
4,4.060913706,51.01814422,0.996406198,0.622558594
4,4.04040404,51.06165043,0.996439364,0.616836548
4,4.020100503,51.05943872,0.996738438,0.61340332
4,4,51.05527857,0.996387336,0.607299805
4,3.980099502,51.1644928,0.996733935,0.602340698
4,3.96039604,51.1834559,0.996625744,0.598144531
4,3.9408867,51.18198397,0.996586996,0.590896606
4,3.921568627,51.19672582,0.996679668,0.588226318
4,3.902439024,51.21340412,0.996677588,0.582122803
4,3.883495146,51.29296365,0.996637005,0.579071045
4,3.8647343,51.34988307,0.99666576,0.57182312
4,3.846153846,51.35224779,0.996634188,0.567245483
4,3.827751196,51.36590486,0.996551305,0.561523438
4,3.80952381,51.41602199,0.996844107,0.55770874
4,3.791469194,51.46258339,0.996629689,0.551605225
4,3.773584906,51.48232343,0.996987987,0.548553467
4,3.755868545,51.55693936,0.99678548,0.542449951
4,3.738317757,51.59164503,0.996952389,0.538635254
4,3.720930233,51.64281564,0.997031616,0.531005859
4,3.703703704,51.68557269,0.996997024,0.528717041
4,3.686635945,51.66952685,0.997020981,0.523376465
4,3.669724771,51.76425495,0.996855166,0.518417358
4,3.652968037,51.80375121,0.997151066,0.513458252
4,3.636363636,51.81472625,0.997102685,0.507736206
4,3.619909502,51.8564049,0.99711822,0.503540039
4,3.603603604,51.90907208,0.99712278,0.498962402
4,3.587443946,51.92904769,0.997019307,0.494384766
4,3.571428571,51.91619568,0.997046332,0.490188599
4,3.555555556,51.95902445,0.997141424,0.48828125
4,3.539823009,52.01150099,0.997115738,0.482940674
4,3.524229075,52.00276463,0.997070862,0.481033325
4,3.50877193,52.07890567,0.997028486,0.477600098
4,3.493449782,52.09224908,0.997302763,0.47454834
4,3.47826087,52.14453335,0.997308154,0.469589233
4,3.463203463,52.13236052,0.997325355,0.465393066
4,3.448275862,52.17620874,0.997323677,0.46043396
4,3.433476395,52.23736009,0.997320178,0.457382202
4,3.418803419,52.24538535,0.997382371,0.453567505
4,3.404255319,52.29419652,0.997423236,0.449752808
4,3.389830508,52.36055283,0.997407974,0.44631958
4,3.375527426,52.330994,0.997261168,0.442504883
4,3.361344538,52.34513615,0.997378201,0.440597534
4,3.347280335,52.39031422,0.997553992,0.437545776
4,3.333333333,52.44759013,0.997334094,0.433731079
4,3.319502075,52.47687437,0.997349319,0.429916382
4,3.305785124,52.4756127,0.997378755,0.426864624
4,3.29218107,52.58086046,0.997580414,0.424575806
4,3.278688525,52.58566358,0.997524001,0.421905518
4,3.265306122,52.63960004,0.997487769,0.419998169
4,3.25203252,52.62428099,0.997529332,0.417327881
4,3.238866397,52.69364627,0.997356015,0.414657593
4,3.225806452,52.69023677,0.997398747,0.410842896
4,3.212851406,52.73955541,0.997649735,0.407791138
4,3.2,52.76452265,0.997721437,0.40435791
4,3.187250996,52.77937892,0.997709768,0.401306152
4,3.174603175,52.83794598,0.99758284,0.399398804
4,3.162055336,52.86802149,0.997727827,0.395965576
4,3.149606299,52.88501857,0.997676393,0.392913818
4,3.137254902,52.91582184,0.997844429,0.389480591
4,3.125,52.94805052,0.997705865,0.387954712
5,100,26.0505804,0.623671619,50.08300781
5,88.88888889,27.35802634,0.663772572,36.41601563
5,80,28.12148109,0.689369704,30.53710938
5,72.72727273,28.92200963,0.716182131,25.33538818
5,66.66666667,29.46472349,0.734044131,22.02758789
5,61.53846154,29.93098574,0.74994077,19.90447998
5,57.14285714,30.35339946,0.763001517,18.07189941
5,53.33333333,30.75871285,0.780631154,16.45782471
5,50,31.11352176,0.792937569,15.0289917
5,47.05882353,31.50493852,0.80516784,13.72406006
5,44.44444444,31.90206752,0.813489467,12.52807617
5,42.10526316,32.23773883,0.822512582,11.45019531
5,40,32.67822637,0.834932226,10.46875
5,38.0952381,33.04260392,0.844220798,9.548034668
5,36.36363636,33.42601328,0.854040933,8.723144531
5,34.7826087,33.65700861,0.859913457,8.28918457
5,33.33333333,33.85218093,0.863789002,7.926025391
5,32,34.02659448,0.868614456,7.592773438
5,30.76923077,34.20317735,0.872534889,7.28302002
5,29.62962963,34.40411203,0.87778902,6.997375488
5,28.57142857,34.56927883,0.880790759,6.73248291
5,27.5862069,34.73115335,0.885098059,6.483764648
5,26.66666667,34.88731203,0.888004092,6.257629395
5,25.80645161,35.05204443,0.890563823,6.041564941
5,25,35.1695663,0.89799844,5.83770752
5,24.24242424,35.28834873,0.896571329,5.64666748
5,23.52941176,35.47120341,0.899679559,5.469970703
5,22.85714286,35.60458182,0.901081664,5.301818848
5,22.22222222,35.74939577,0.905838478,5.138244629
5,21.62162162,35.86424456,0.909741486,4.984741211
5,21.05263158,36.01371858,0.908999631,4.844360352
5,20.51282051,36.12127919,0.911043414,4.710388184
5,20,36.20577513,0.912062379,4.580688477
5,19.51219512,36.3882285,0.915770653,4.461364746
5,19.04761905,36.45357583,0.92064092,4.34967041
5,18.60465116,36.61647437,0.925261902,4.24041748
5,18.18181818,36.72180985,0.921941851,4.134521484
5,17.77777778,36.79876138,0.923118232,4.034118652
5,17.39130435,36.86183516,0.923433277,3.940124512
5,17.0212766,37.01711236,0.926260185,3.850402832
5,16.66666667,37.06762198,0.926434559,3.759460449
5,16.32653061,37.18376573,0.928431819,3.677062988
5,16,37.25200765,0.929872837,3.594665527
5,15.68627451,37.32942044,0.93659959,3.51776123
5,15.38461538,37.42443956,0.934994531,3.444519043
5,15.09433962,37.49374594,0.933179094,3.371276855
5,14.81481481,37.61541005,0.93498679,3.301086426
5,14.54545455,37.69858318,0.934991065,3.236083984
5,14.28571429,37.86435945,0.936981837,3.175354004
5,14.03508772,37.88607145,0.939222787,3.11340332
5,13.79310345,37.96338572,0.938749771,3.05267334
5,13.55932203,38.07237882,0.939849111,2.991638184
5,13.33333333,38.18134097,0.941763417,2.938537598
5,13.1147541,38.26945951,0.942856752,2.882385254
5,12.90322581,38.27676584,0.943805178,2.828063965
5,12.6984127,38.43292397,0.948326213,2.775878906
5,12.5,38.46786775,0.948230063,2.727661133
5,12.30769231,38.56040793,0.948937457,2.681274414
5,12.12121212,38.65432001,0.948325062,2.631835938
5,11.94029851,38.73325958,0.948312375,2.58972168
5,11.76470588,38.75186725,0.947961774,2.54119873
5,11.5942029,38.82101871,0.949251552,2.500305176
5,11.42857143,38.94606926,0.949665309,2.459716797
5,11.26760563,39.02061327,0.951329231,2.420959473
5,11.11111111,39.04894551,0.951408188,2.38067627
5,10.95890411,39.10985534,0.954726149,2.341003418
5,10.81081081,39.15911852,0.952978628,2.308349609
5,10.66666667,39.28099382,0.953437317,2.269897461
5,10.52631579,39.35959957,0.955018146,2.237243652
5,10.38961039,39.44402781,0.955609711,2.204589844
5,10.25641026,39.46867501,0.955758859,2.172241211
5,10.12658228,39.53976235,0.956442664,2.141418457
5,10,39.60088134,0.956453168,2.110900879
5,9.87654321,39.69657396,0.958044155,2.080078125
5,9.756097561,39.72627857,0.958276714,2.047729492
5,9.638554217,39.80490375,0.960129334,2.01751709
5,9.523809524,39.90673862,0.962716107,1.983947754
5,9.411764706,39.90533242,0.961650295,1.955871582
5,9.302325581,40.02563332,0.964170731,1.930236816
5,9.195402299,40.09489854,0.96323889,1.903686523
5,9.090909091,40.11333281,0.962775179,1.876525879
5,8.988764045,40.14792751,0.961985219,1.850585938
5,8.888888889,40.26532902,0.961797841,1.826477051
5,8.791208791,40.26313043,0.96201608,1.801147461
5,8.695652174,40.34121392,0.962914603,1.777038574
5,8.602150538,40.41613727,0.964109687,1.753234863
5,8.510638298,40.47137818,0.964684214,1.73034668
5,8.421052632,40.51637858,0.965998707,1.703796387
5,8.333333333,40.54648589,0.964411356,1.682739258
5,8.24742268,40.63609812,0.965716976,1.66229248
5,8.163265306,40.6871431,0.966539026,1.641235352
5,8.080808081,40.77655498,0.966514908,1.621398926
