,Airplane.bmp,BARBARA.bmp,BOAT.bmp,BRIDGE.bmp,Building.bmp,Cameraman.bmp,girl.bmp,LAX.bmp,LENNA.bmp,Lighthouse.bmp,Text.bmp,WOMAN.bmp
4.301075269,0.98541681,0.992228354,0.985451637,0.996607902,0.992293054,0.983787487,0.986249279,0.994238196,0.986309182,0.988359376,0.993626332,0.988268623
4.278074866,0.985301064,0.992451956,0.985796208,0.996498411,0.992389897,0.983831239,0.986257611,0.994158169,0.986186948,0.988601503,0.993448255,0.988381308
4.255319149,0.985546912,0.992728356,0.985531231,0.99662316,0.992464754,0.982608693,0.98581719,0.994188246,0.986429052,0.988638587,0.993360439,0.98772314
4.232804233,0.985826112,0.992408098,0.985439372,0.996272757,0.992463047,0.982887633,0.98627375,0.994164974,0.986655997,0.989080084,0.99346559,0.988433125
4.210526316,0.985756092,0.992710498,0.985985279,0.996678198,0.992842148,0.983322366,0.986295925,0.994109956,0.986836154,0.989153354,0.993575856,0.988633887
4.188481675,0.985742811,0.993076496,0.985411292,0.996827273,0.993211663,0.984443879,0.986978329,0.994682788,0.986869012,0.988832066,0.993844392,0.988531702
4.166666667,0.98592334,0.993599074,0.98492771,0.996759397,0.993259174,0.983975179,0.987091442,0.994938708,0.987945529,0.989429365,0.993856662,0.988973163
4.14507772,0.986598788,0.992747209,0.986065615,0.996526122,0.992463087,0.984046678,0.986752373,0.993897471,0.986797601,0.989033601,0.993231055,0.988178774
4.12371134,0.986994246,0.992969459,0.986025999,0.996792403,0.992799507,0.98416798,0.986374571,0.994602525,0.98704606,0.988984177,0.993811955,0.9885136
4.102564103,0.986278432,0.993341011,0.986260354,0.996506985,0.992823233,0.983169035,0.986760639,0.994331948,0.987509967,0.989288249,0.993679622,0.989065929
4.081632653,0.986599362,0.993448293,0.986473937,0.996876048,0.992849217,0.983998077,0.986773371,0.994559626,0.986837464,0.98910489,0.993554241,0.988583971
4.060913706,0.98702407,0.992868295,0.986728664,0.996679391,0.992712543,0.984222237,0.987582639,0.994280106,0.987941051,0.989395588,0.993691208,0.989253537
4.04040404,0.986184999,0.99270244,0.986206017,0.996707714,0.99261793,0.984888292,0.987034677,0.994287619,0.988000576,0.98963959,0.99401421,0.988852541
4.020100503,0.986955951,0.993303002,0.986657306,0.996782915,0.992904977,0.984430017,0.987399132,0.994907315,0.98748651,0.989863342,0.994196428,0.989099516
4,0.987084935,0.993171606,0.986876165,0.996812052,0.993261376,0.98493149,0.987670068,0.994856577,0.987852833,0.989954582,0.99433074,0.989279306
3.980099502,0.986781496,0.993374795,0.987001928,0.996917006,0.99333313,0.984194906,0.987542387,0.994368398,0.988008647,0.989947445,0.994165885,0.989103806
3.96039604,0.987016652,0.993142196,0.987198033,0.997123877,0.993314558,0.985229663,0.987284296,0.99445404,0.987525289,0.98987866,0.994503352,0.988974239
3.9408867,0.98710711,0.99323978,0.987439109,0.997017357,0.993429645,0.985532986,0.987888686,0.994952568,0.988062523,0.990254933,0.994274465,0.989421939
3.921568627,0.987917646,0.993153225,0.987235681,0.996908327,0.993610275,0.985178802,0.987953862,0.99496839,0.988377475,0.990217481,0.994419784,0.98903103
3.902439024,0.987424043,0.993152009,0.988057905,0.996953084,0.993699357,0.985926667,0.9883758,0.994947875,0.987798755,0.989888966,0.99418865,0.990120256
3.883495146,0.987457647,0.993553262,0.987718887,0.996991983,0.993520328,0.98602542,0.988519263,0.994892838,0.988190144,0.99002987,0.994286314,0.989550405
3.8647343,0.987301479,0.994056535,0.987574863,0.996938999,0.99378391,0.985324979,0.988442859,0.995292279,0.988218731,0.990229912,0.994236413,0.989580998
3.846153846,0.987977287,0.993442344,0.987620019,0.997027319,0.993586243,0.985454741,0.988021692,0.995038347,0.988440654,0.990541368,0.99444259,0.989850883
3.827751196,0.988155133,0.993643432,0.987612567,0.99710039,0.994153984,0.986506429,0.988879277,0.995346999,0.988929924,0.990547017,0.994425746,0.990195216
3.80952381,0.988469363,0.993858802,0.987772022,0.99706138,0.993864777,0.986020718,0.989015672,0.994960771,0.989069832,0.990569038,0.994341946,0.990065784
3.791469194,0.988206525,0.99380575,0.987231809,0.997101992,0.993817558,0.985611592,0.988509895,0.994974419,0.989213906,0.990451366,0.994630349,0.990305225
3.773584906,0.988570324,0.994006281,0.988195136,0.997158859,0.993744872,0.985616413,0.988178686,0.99487146,0.988347609,0.990883207,0.994518998,0.990517258
3.755868545,0.988650642,0.993808193,0.988011671,0.997222252,0.993784307,0.985697052,0.988662395,0.995558181,0.988571139,0.990540413,0.994792646,0.990815529
3.738317757,0.987737637,0.99328832,0.988344253,0.997243164,0.993673678,0.986201015,0.988650559,0.99478669,0.988957312,0.990374196,0.994658511,0.990109286
3.720930233,0.988872285,0.99373658,0.987995112,0.997107422,0.993552782,0.985960162,0.988578985,0.995097941,0.989365885,0.990759961,0.994409298,0.990542482
3.703703704,0.988207172,0.994002846,0.988386861,0.997142783,0.993770805,0.986083969,0.988553193,0.994948584,0.989190562,0.990460407,0.994687212,0.990090291
3.686635945,0.988403047,0.993699365,0.987743426,0.997176285,0.993935419,0.986539763,0.989103472,0.995458653,0.989018441,0.990720382,0.994461306,0.990850292
3.669724771,0.988330763,0.993734333,0.988363545,0.997381051,0.994049099,0.986817024,0.988638216,0.9952291,0.989246861,0.99118607,0.994932445,0.990548147
3.652968037,0.98831171,0.993961219,0.987805388,0.997208468,0.993851556,0.986810103,0.989740622,0.995635221,0.988983296,0.990889687,0.994675036,0.991101609
3.636363636,0.989033085,0.994192585,0.988830261,0.997247771,0.994048032,0.986650565,0.989126646,0.995393148,0.989318276,0.990992924,0.99499133,0.990911877
3.619909502,0.98846473,0.994090292,0.988736871,0.997218451,0.993989859,0.987108302,0.988963004,0.995293762,0.989565699,0.991384718,0.99440773,0.990754337
3.603603604,0.989162853,0.994160923,0.988950369,0.9975625,0.993807824,0.986897721,0.989900775,0.99536165,0.989783017,0.99104708,0.994690506,0.99066785
3.587443946,0.989211135,0.994261584,0.988546215,0.997416276,0.993900375,0.986820396,0.989801593,0.995472466,0.989116107,0.990982181,0.995025289,0.991272989
3.571428571,0.988906642,0.994135921,0.988817385,0.997411862,0.99448737,0.987347668,0.989338527,0.995114375,0.990250197,0.991666699,0.995074739,0.990570141
3.555555556,0.988838656,0.99438256,0.989288916,0.9975533,0.994471686,0.987640753,0.989821422,0.995761051,0.989899994,0.991673724,0.994698798,0.991282141
3.539823009,0.989018682,0.994588852,0.988494776,0.997565293,0.99417487,0.987678342,0.989930504,0.995816558,0.98958271,0.99168384,0.994948982,0.990933232
3.524229075,0.988822882,0.994474751,0.989342291,0.997260797,0.994205988,0.987154249,0.989834128,0.995278238,0.989390497,0.991367565,0.995186564,0.991246093
3.50877193,0.989238785,0.994757468,0.989690211,0.997395241,0.994530716,0.98789409,0.990098803,0.995888883,0.990262454,0.991586969,0.99524613,0.991348994
3.493449782,0.989753532,0.994859969,0.98947692,0.997526912,0.994889278,0.988298159,0.990334169,0.995954178,0.990112554,0.991649027,0.995133393,0.991638852
3.47826087,0.989699949,0.995020245,0.989363906,0.997384619,0.99465539,0.987831931,0.990541789,0.995769542,0.990433212,0.992382709,0.995288676,0.991259176
3.463203463,0.989888187,0.994836835,0.989317339,0.997512279,0.994473185,0.987901374,0.990374354,0.995409315,0.990689989,0.991736287,0.995396211,0.991174586
3.448275862,0.989652092,0.994790299,0.989214886,0.997798575,0.994769455,0.988596443,0.990413693,0.995922848,0.99064658,0.991988666,0.995268276,0.99157453
3.433476395,0.98975684,0.99479615,0.990347851,0.997782651,0.994664565,0.987923571,0.990469259,0.995904194,0.990078194,0.99207246,0.995410375,0.991338094
3.418803419,0.99035758,0.995003142,0.989530638,0.997530881,0.994741818,0.988368074,0.990227294,0.995496719,0.990153009,0.992178073,0.995495771,0.991480465
3.404255319,0.990270147,0.995008517,0.990144156,0.997693361,0.994868217,0.98869586,0.990361584,0.995815401,0.990590562,0.99282502,0.995535212,0.991996085
3.389830508,0.989641161,0.994903817,0.990260496,0.997753395,0.994921405,0.988879389,0.990653846,0.996095955,0.990684951,0.992013092,0.995617301,0.991485373
3.375527426,0.990299352,0.994712052,0.98987601,0.997765837,0.994774167,0.988322066,0.990243108,0.995853271,0.990969303,0.992237681,0.995718506,0.991600383
3.361344538,0.989933237,0.994982013,0.990207245,0.997712842,0.994799794,0.988619529,0.990820069,0.996202868,0.990854499,0.992355037,0.995762039,0.992116131
3.347280335,0.990694869,0.994850941,0.99006778,0.997653991,0.995024432,0.988887462,0.990823524,0.996137138,0.99114072,0.992671526,0.995392121,0.992180073
3.333333333,0.990086543,0.995101215,0.990312966,0.997821379,0.995077652,0.98871491,0.990809707,0.996092343,0.990681566,0.992486925,0.995821265,0.991816677
3.319502075,0.990186869,0.994971454,0.990458248,0.9979164,0.994983196,0.989006761,0.991249361,0.996190571,0.990409198,0.992511222,0.995583572,0.992166873
3.305785124,0.990605974,0.995026466,0.990380605,0.997906337,0.995192066,0.989454794,0.990932289,0.996014601,0.991165135,0.992904945,0.995825013,0.992644061
3.29218107,0.990619759,0.995148756,0.990862341,0.997814142,0.995250891,0.988977456,0.991496527,0.996422614,0.991203672,0.992504741,0.995531391,0.991908605
3.278688525,0.990831847,0.994881413,0.990372585,0.997768121,0.995110271,0.989404061,0.991082835,0.995988519,0.991441749,0.992185107,0.995562194,0.992458881
3.265306122,0.990555706,0.995282991,0.990556946,0.997951287,0.995013436,0.988693948,0.991161262,0.996140982,0.991133457,0.992659147,0.995465989,0.991755383
3.25203252,0.990644136,0.995623011,0.990869369,0.997800237,0.995393083,0.989182054,0.991804453,0.996108692,0.991565957,0.992779956,0.995904931,0.992533264
3.238866397,0.990565806,0.995015704,0.990499541,0.997854424,0.995506179,0.989404002,0.991002241,0.996438238,0.991531981,0.992997965,0.995592657,0.992930153
3.225806452,0.990974315,0.994771506,0.990732328,0.997839615,0.995134602,0.989054402,0.991125943,0.995792621,0.991870534,0.993154022,0.99618056,0.992168158
3.212851406,0.991464641,0.995173305,0.991271768,0.997662564,0.995330333,0.989708476,0.991144123,0.996237288,0.991752363,0.992875778,0.995719004,0.992335202
3.2,0.991066626,0.995178822,0.990752529,0.997953148,0.995259354,0.98983925,0.991856434,0.996466136,0.991722218,0.992857522,0.995865468,0.992501919
3.187250996,0.990781885,0.995821689,0.991291532,0.99767002,0.995450358,0.98948552,0.991434782,0.996556117,0.991830078,0.993182658,0.995858521,0.992930683
3.174603175,0.990995887,0.995719412,0.991330275,0.997954142,0.995362891,0.989306881,0.991381795,0.996234444,0.992212761,0.992834559,0.996158783,0.992661234
3.162055336,0.991041332,0.995696532,0.991121015,0.997891107,0.995458684,0.989541265,0.991366597,0.996473915,0.991981587,0.993280355,0.995838138,0.992693195
3.149606299,0.991165312,0.995570792,0.991221062,0.997915023,0.995703581,0.989952108,0.992145124,0.99661963,0.991905312,0.992968658,0.995947076,0.992789265
3.137254902,0.991115584,0.995737108,0.991338418,0.998062913,0.995764028,0.989731737,0.991919747,0.996469105,0.991785433,0.993340014,0.996181651,0.993004235
3.125,0.991161198,0.995411398,0.991296711,0.997998745,0.995459886,0.990426329,0.992395431,0.996521453,0.991857473,0.993017182,0.996151992,0.992879857
